               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.036807,            0.016915,           0.0015598,             0.93656,             0.64212,             0.84642,             0.44856,            0.036801,            0.012556,           0.0017069,           0.0003169,           0.0003169,           0.0003169
                  71,            0.036281,            0.015402,            0.001524,             0.70644,              0.8981,             0.85119,             0.44344,            0.037137,            0.012568,           0.0015867,            0.000307,            0.000307,            0.000307
                  72,            0.036744,            0.016559,           0.0014851,             0.69652,             0.84847,              0.8366,             0.44386,             0.03648,            0.012438,           0.0013554,           0.0002971,           0.0002971,           0.0002971
                  73,            0.036976,            0.016477,           0.0014672,             0.85111,             0.68178,              0.8362,             0.42592,            0.036957,            0.012593,           0.0013174,           0.0002872,           0.0002872,           0.0002872
                  74,            0.036795,            0.016916,           0.0014803,             0.90289,             0.69525,             0.83588,             0.43946,            0.037145,            0.012685,           0.0012852,           0.0002773,           0.0002773,           0.0002773
                  75,            0.036074,             0.01586,           0.0015089,             0.84582,               0.792,             0.88173,               0.487,            0.036904,            0.012493,           0.0013554,           0.0002674,           0.0002674,           0.0002674
                  76,            0.036699,            0.017452,           0.0013301,             0.78088,             0.80181,             0.85911,             0.47391,            0.036533,            0.012592,           0.0013473,           0.0002575,           0.0002575,           0.0002575
                  77,             0.03673,            0.016347,           0.0014363,             0.80733,             0.80278,              0.8739,             0.46455,            0.036912,            0.012472,           0.0015151,           0.0002476,           0.0002476,           0.0002476
                  78,            0.036644,            0.016713,           0.0015437,             0.78232,             0.79226,             0.86576,             0.48525,             0.03626,             0.01244,           0.0014608,           0.0002377,           0.0002377,           0.0002377
                  79,            0.035589,            0.016943,           0.0014427,             0.90148,             0.71097,             0.83893,             0.46604,            0.037494,            0.012623,           0.0014468,           0.0002278,           0.0002278,           0.0002278
                  80,            0.036502,            0.016246,           0.0015487,             0.79041,             0.80235,             0.86378,             0.48147,            0.036517,            0.012487,           0.0013019,           0.0002179,           0.0002179,           0.0002179
                  81,            0.036017,            0.016362,            0.001348,             0.80016,             0.79841,             0.87177,             0.50646,             0.03626,            0.012441,           0.0012799,            0.000208,            0.000208,            0.000208
                  82,            0.036459,            0.016186,           0.0015854,             0.81586,             0.78417,             0.86946,             0.47214,            0.036393,            0.012433,           0.0012323,           0.0001981,           0.0001981,           0.0001981
                  83,            0.035481,            0.015976,           0.0012264,             0.80457,             0.78367,              0.8806,             0.50621,            0.036439,            0.012446,            0.001258,           0.0001882,           0.0001882,           0.0001882
                  84,            0.035483,            0.016574,           0.0013661,             0.78983,             0.78725,             0.86899,                 0.5,            0.036321,            0.012396,           0.0012402,           0.0001783,           0.0001783,           0.0001783
                  85,            0.035808,            0.016145,           0.0015931,             0.77711,             0.80286,             0.87361,             0.48734,            0.036072,            0.012355,           0.0012637,           0.0001684,           0.0001684,           0.0001684
                  86,            0.035658,            0.016807,           0.0013342,             0.72086,             0.84208,             0.87246,             0.49219,            0.036325,            0.012404,           0.0013519,           0.0001585,           0.0001585,           0.0001585
                  87,             0.03512,            0.016389,           0.0012942,             0.79853,             0.78142,             0.85727,               0.492,            0.036438,            0.012466,           0.0013073,           0.0001486,           0.0001486,           0.0001486
                  88,            0.035636,            0.016414,           0.0011952,             0.68871,             0.91035,             0.86523,             0.48634,            0.036053,            0.012349,           0.0012893,           0.0001387,           0.0001387,           0.0001387
                  89,            0.035441,            0.016521,           0.0012249,             0.80002,             0.78206,             0.87229,             0.49763,            0.035959,            0.012469,           0.0012566,           0.0001288,           0.0001288,           0.0001288
                  90,            0.034545,            0.016167,           0.0014663,             0.72229,             0.91373,             0.87665,             0.49333,            0.036322,            0.012364,           0.0012656,           0.0001189,           0.0001189,           0.0001189
                  91,            0.035032,            0.016142,           0.0012377,             0.72293,             0.91146,             0.87701,              0.4903,             0.03592,            0.012367,           0.0012193,            0.000109,            0.000109,            0.000109
                  92,            0.035728,             0.01633,           0.0013121,             0.70367,             0.91525,             0.86418,             0.49626,            0.035693,            0.012273,           0.0011998,            9.91e-05,            9.91e-05,            9.91e-05
                  93,            0.034495,             0.01611,           0.0012889,             0.73996,             0.91145,             0.86767,             0.49546,            0.035698,            0.012263,           0.0012937,            8.92e-05,            8.92e-05,            8.92e-05
                  94,               0.035,            0.016734,           0.0014253,             0.78555,             0.85907,             0.88107,             0.49875,            0.035743,             0.01232,           0.0012598,            7.93e-05,            7.93e-05,            7.93e-05
                  95,            0.034503,            0.016015,           0.0012581,             0.83204,             0.78132,             0.88025,             0.49478,             0.03592,            0.012315,           0.0011948,            6.94e-05,            6.94e-05,            6.94e-05
                  96,            0.035137,            0.016909,           0.0014125,             0.82506,             0.77071,             0.87378,             0.50594,            0.035617,            0.012336,           0.0011913,            5.95e-05,            5.95e-05,            5.95e-05
                  97,            0.034868,            0.015949,           0.0014425,             0.80933,             0.79864,             0.87999,             0.49972,            0.035858,            0.012375,           0.0011911,            4.96e-05,            4.96e-05,            4.96e-05
                  98,            0.034766,            0.015627,           0.0014358,             0.74782,             0.86757,             0.88116,             0.50319,            0.035716,            0.012287,           0.0011774,            3.97e-05,            3.97e-05,            3.97e-05
                  99,             0.03438,            0.015825,           0.0011148,             0.81288,             0.84708,              0.8861,              0.4919,            0.035741,            0.012292,           0.0011687,            2.98e-05,            2.98e-05,            2.98e-05
