               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.034813,            0.015606,           0.0013935,             0.82259,             0.86866,             0.89487,             0.48571,            0.035393,            0.012187,           0.0011007,            0.005149,            0.005149,            0.005149
                  51,            0.034941,              0.0151,           0.0012264,             0.86652,             0.85015,             0.88852,             0.49057,             0.03391,            0.012263,           0.0011049,             0.00505,             0.00505,             0.00505
                  52,             0.03563,            0.015446,           0.0014929,             0.79445,             0.85833,             0.89296,             0.51448,            0.034204,            0.012074,           0.0012204,            0.004951,            0.004951,            0.004951
                  53,            0.034139,            0.015065,           0.0013366,             0.75864,             0.90668,             0.88654,             0.48245,            0.035586,            0.012394,           0.0012598,            0.004852,            0.004852,            0.004852
                  54,            0.033106,            0.015385,            0.001226,             0.80175,             0.93089,             0.91381,             0.49868,            0.034104,            0.012022,           0.0012137,            0.004753,            0.004753,            0.004753
                  55,            0.032912,            0.014237,           0.0011414,             0.90751,              0.8385,             0.92383,              0.5115,            0.034171,            0.011954,           0.0010426,            0.004654,            0.004654,            0.004654
                  56,            0.033009,            0.014251,           0.0010643,             0.89452,             0.90794,             0.93036,             0.52343,            0.033268,             0.01175,           0.0010968,            0.004555,            0.004555,            0.004555
                  57,            0.032762,            0.014918,            0.001076,             0.91769,             0.84197,             0.93072,             0.50833,            0.033746,            0.012007,           0.0011786,            0.004456,            0.004456,            0.004456
                  58,            0.033015,            0.014873,           0.0013143,              0.8762,             0.86851,             0.92379,             0.52634,            0.033317,             0.01188,           0.0011587,            0.004357,            0.004357,            0.004357
                  59,            0.033046,            0.014594,            0.001091,             0.89803,             0.88927,             0.93196,             0.50067,            0.033863,             0.01213,           0.0010446,            0.004258,            0.004258,            0.004258
                  60,            0.032683,            0.014403,           0.0011531,             0.84369,             0.86813,             0.91369,             0.46114,             0.03323,            0.012063,           0.0010585,            0.004159,            0.004159,            0.004159
                  61,            0.031619,            0.014571,           0.0012498,             0.88412,             0.89592,              0.9333,              0.5114,            0.033038,            0.011947,           0.0011215,             0.00406,             0.00406,             0.00406
                  62,            0.032299,            0.014109,           0.0011684,             0.85974,             0.90727,             0.92137,             0.51227,            0.033003,            0.012114,           0.0011065,            0.003961,            0.003961,            0.003961
                  63,            0.032194,            0.014547,           0.0010688,             0.89833,             0.89203,             0.92645,             0.52193,            0.032962,             0.01222,          0.00099304,            0.003862,            0.003862,            0.003862
                  64,            0.031496,            0.013745,           0.0011465,             0.87772,             0.85598,              0.9021,             0.50954,            0.033106,            0.012143,          0.00096872,            0.003763,            0.003763,            0.003763
                  65,            0.031374,            0.013845,          0.00098042,             0.78466,             0.93341,             0.91529,             0.46484,            0.032824,            0.011945,          0.00089755,            0.003664,            0.003664,            0.003664
                  66,             0.03134,            0.013964,           0.0010266,             0.85442,             0.91818,             0.92464,             0.49982,            0.033347,            0.011768,           0.0009463,            0.003565,            0.003565,            0.003565
                  67,            0.031499,            0.014511,          0.00095742,             0.88772,             0.89921,             0.93869,             0.53042,            0.032668,             0.01173,          0.00093071,            0.003466,            0.003466,            0.003466
                  68,            0.030117,            0.013342,          0.00078497,             0.90548,             0.90401,             0.93557,             0.51473,             0.03282,            0.011945,          0.00099742,            0.003367,            0.003367,            0.003367
                  69,            0.030061,            0.012971,          0.00096651,             0.83653,             0.82797,             0.85918,             0.50878,            0.032376,            0.011768,           0.0010996,            0.003268,            0.003268,            0.003268
                  70,            0.030608,            0.013801,          0.00097781,             0.85831,             0.89207,             0.92639,             0.54731,            0.032306,            0.012001,           0.0010548,            0.003169,            0.003169,            0.003169
                  71,            0.029969,            0.012571,          0.00093851,             0.89708,             0.90792,             0.93473,             0.51046,            0.032193,             0.01183,           0.0010764,             0.00307,             0.00307,             0.00307
                  72,            0.030358,            0.013381,          0.00098261,             0.86457,              0.9024,             0.93871,             0.53458,            0.031753,            0.011943,           0.0010164,            0.002971,            0.002971,            0.002971
                  73,             0.02999,            0.013239,          0.00097298,             0.86744,             0.91035,              0.9348,             0.53382,            0.031477,            0.012015,          0.00098314,            0.002872,            0.002872,            0.002872
                  74,            0.029581,            0.013524,          0.00088131,             0.90304,             0.89592,             0.93555,             0.54043,            0.031698,            0.012048,          0.00091741,            0.002773,            0.002773,            0.002773
                  75,            0.029248,            0.012676,          0.00084264,             0.91172,             0.88754,              0.9339,             0.56066,            0.031301,            0.011781,          0.00092503,            0.002674,            0.002674,            0.002674
                  76,            0.029962,            0.014019,          0.00071872,             0.88142,             0.87209,             0.92332,             0.51926,            0.031813,            0.011777,          0.00083098,            0.002575,            0.002575,            0.002575
                  77,            0.029292,             0.01306,          0.00084478,             0.86272,             0.91851,             0.93279,             0.53572,            0.031425,            0.011854,          0.00092487,            0.002476,            0.002476,            0.002476
                  78,            0.029215,            0.013323,          0.00080499,               0.872,             0.91663,             0.93336,             0.48989,            0.031634,            0.011921,          0.00079153,            0.002377,            0.002377,            0.002377
                  79,            0.028489,            0.013556,          0.00081344,             0.89125,             0.87787,             0.92394,             0.51541,            0.031035,            0.011742,          0.00075096,            0.002278,            0.002278,            0.002278
                  80,            0.029084,            0.012768,          0.00093256,             0.87489,             0.81256,             0.91545,             0.53193,            0.031367,            0.011859,          0.00091016,            0.002179,            0.002179,            0.002179
                  81,            0.028494,            0.012996,          0.00083218,             0.78814,             0.93318,             0.91946,             0.53655,              0.0311,            0.011912,           0.0009778,             0.00208,             0.00208,             0.00208
                  82,            0.028482,            0.012702,          0.00084518,             0.80406,             0.89868,             0.91047,             0.54014,            0.030959,            0.011934,          0.00080611,            0.001981,            0.001981,            0.001981
